Kind,Name,PercentLackOfCohesionModified,PercentLackOfCohesion
Class,"org.apache.commons.lang3.ClassUtilsTest.test_getShortClassName_Class.Named",0,0
Anonymous Class,"org.apache.commons.lang3.ClassUtilsTest.test_getShortClassName_Object.(Anon_1)",0,0
Class,"org.apache.commons.lang3.ClassUtilsTest.test_getShortClassName_Object.Named",0,0
Anonymous Class,"org.apache.commons.lang3.ClassUtilsTest.test_getSimpleName_Class.(Anon_3)",0,0
Class,"org.apache.commons.lang3.ClassUtilsTest.test_getSimpleName_Class.Named",0,0
Anonymous Class,"org.apache.commons.lang3.ClassUtilsTest.test_isInnerClass_Class.(Anon_5)",0,0
Public Class,"org.apache.commons.lang3.Conversion",0,0
Public Class,"org.apache.commons.lang3.ConversionTest",0,0
Public Class,"org.apache.commons.lang3.EnumUtils",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.asEnum.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.checkBitVectorable.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.generateBitVector.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.generateBitVector.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.generateBitVectors.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.generateBitVectors.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.getEnum.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.getEnumList.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.getEnumMap.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.isValidEnum.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.processBitVector.E",0,0
Generic Parameter,"org.apache.commons.lang3.EnumUtils.processBitVectors.E",0,0
Public Class,"org.apache.commons.lang3.EnumUtilsTest",0,0
Public Class,"org.apache.commons.lang3.HashSetvBitSetTest",0,0
Public Class,"org.apache.commons.lang3.JavaVersionTest",0,0
Public Class,"org.apache.commons.lang3.LocaleUtils",0,0
Static Class,"org.apache.commons.lang3.LocaleUtils.SyncAvoid",0,0
Public Class,"org.apache.commons.lang3.LocaleUtilsTest",0,0
Public Class,"org.apache.commons.lang3.ObjectUtils",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.CONST.T",0,0
Public Static Class,"org.apache.commons.lang3.ObjectUtils.Null",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.clone.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.cloneIfPossible.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.compare.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.compare.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.defaultIfNull.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.firstNonNull.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.max.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.median.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.median.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.min.T",0,0
Generic Parameter,"org.apache.commons.lang3.ObjectUtils.mode.T",0,0
Public Class,"org.apache.commons.lang3.ObjectUtilsTest",0,0
Static Final Class,"org.apache.commons.lang3.ObjectUtilsTest.CharSequenceComparator",0,0
Static Final Class,"org.apache.commons.lang3.ObjectUtilsTest.CloneableString",0,0
Static Final Class,"org.apache.commons.lang3.ObjectUtilsTest.NonComparableCharSequence",0,0
Static Final Class,"org.apache.commons.lang3.ObjectUtilsTest.UncloneableString",0,0
Public Class,"org.apache.commons.lang3.RandomStringUtils",0,0
Public Class,"org.apache.commons.lang3.RandomStringUtilsTest",0,0
Public Final Generic Class,"org.apache.commons.lang3.Range",51,69
Generic Parameter,"org.apache.commons.lang3.Range.T",0,0
Generic Parameter,"org.apache.commons.lang3.Range.between.T",0,0
Generic Parameter,"org.apache.commons.lang3.Range.between.T",0,0
Generic Parameter,"org.apache.commons.lang3.Range.is.T",0,0
Generic Parameter,"org.apache.commons.lang3.Range.is.T",0,0
Public Class,"org.apache.commons.lang3.RangeTest",75,75
Anonymous Class,"org.apache.commons.lang3.RangeTest.testBetweenWithCompare.(Anon_3)",0,0
Anonymous Class,"org.apache.commons.lang3.RangeTest.testComparableConstructors.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.lang3.RangeTest.testIsWithCompare.(Anon_2)",0,0
Public Class,"org.apache.commons.lang3.SerializationException",0,0
Public Class,"org.apache.commons.lang3.SerializationUtils",0,0
Static Class,"org.apache.commons.lang3.SerializationUtils.ClassLoaderAwareObjectInputStream",0,0
Generic Parameter,"org.apache.commons.lang3.SerializationUtils.clone.T",0,0
Generic Parameter,"org.apache.commons.lang3.SerializationUtils.deserialize.T",0,0
Generic Parameter,"org.apache.commons.lang3.SerializationUtils.deserialize.T",0,0
Public Class,"org.apache.commons.lang3.SerializationUtilsTest",76,76
Anonymous Class,"org.apache.commons.lang3.SerializationUtilsTest.testSerializeIOException.(Anon_1)",0,0
Public Class,"org.apache.commons.lang3.StringEscapeUtils",0,0
Static Class,"org.apache.commons.lang3.StringEscapeUtils.CsvEscaper",0,0
Static Class,"org.apache.commons.lang3.StringEscapeUtils.CsvUnescaper",0,0
Public Class,"org.apache.commons.lang3.StringEscapeUtilsTest",0,0
Public Class,"org.apache.commons.lang3.StringUtils",0,0
Generic Parameter,"org.apache.commons.lang3.StringUtils.defaultIfBlank.T",0,0
Generic Parameter,"org.apache.commons.lang3.StringUtils.defaultIfEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.StringUtils.join.T",0,0
Public Class,"org.apache.commons.lang3.StringUtilsEqualsIndexOfTest",0,0
Private Static Class,"org.apache.commons.lang3.StringUtilsEqualsIndexOfTest.CustomCharSequence",0,0
Public Class,"org.apache.commons.lang3.StringUtilsIsTest",0,0
Public Class,"org.apache.commons.lang3.StringUtilsStartsEndsWithTest",0,0
Public Class,"org.apache.commons.lang3.StringUtilsSubstringTest",0,0
Public Class,"org.apache.commons.lang3.StringUtilsTest",0,0
Anonymous Class,"org.apache.commons.lang3.StringUtilsTest.(Anon_1)",0,0
Public Class,"org.apache.commons.lang3.StringUtilsTrimEmptyTest",0,0
Public Class,"org.apache.commons.lang3.SystemUtils",0,0
Public Class,"org.apache.commons.lang3.SystemUtilsTest",0,0
Public Class,"org.apache.commons.lang3.Validate",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.exclusiveBetween.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.exclusiveBetween.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.inclusiveBetween.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.inclusiveBetween.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.noNullElements.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.noNullElements.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.noNullElements.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.noNullElements.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notBlank.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notBlank.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notEmpty.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notNull.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.notNull.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.validIndex.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.validIndex.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.validIndex.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.validIndex.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.validIndex.T",0,0
Generic Parameter,"org.apache.commons.lang3.Validate.validIndex.T",0,0
Public Class,"org.apache.commons.lang3.ValidateTest",0,0
Public Generic Interface,"org.apache.commons.lang3.builder.Builder",0,0
Generic Parameter,"org.apache.commons.lang3.builder.Builder.T",0,0
Public Class,"org.apache.commons.lang3.builder.CompareToBuilder",0,27
Public Class,"org.apache.commons.lang3.builder.CompareToBuilderTest",0,0
Static Class,"org.apache.commons.lang3.builder.CompareToBuilderTest.TestObject",0,0
Static Class,"org.apache.commons.lang3.builder.CompareToBuilderTest.TestSubObject",33,33
Static Class,"org.apache.commons.lang3.builder.CompareToBuilderTest.TestTransientSubObject",0,0
Public Class,"org.apache.commons.lang3.builder.DefaultToStringStyleTest",30,30
Public Class,"org.apache.commons.lang3.builder.EqualsBuilder",18,32
Public Class,"org.apache.commons.lang3.builder.EqualsBuilderTest",0,0
Public Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestACanEqualB",0,0
Public Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestBCanEqualA",0,0
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestEmptySubObject",0,0
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestObject",17,17
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestObjectReference",67,67
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestObjectWithMultipleFields",0,0
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestSubObject",17,17
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestTSubObject",0,0
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestTSubObject2",33,33
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestTTLeafObject",0,0
Static Class,"org.apache.commons.lang3.builder.EqualsBuilderTest.TestTTSubObject",0,0
Public Class,"org.apache.commons.lang3.builder.HashCodeBuilder",19,41
Generic Parameter,"org.apache.commons.lang3.builder.HashCodeBuilder.reflectionHashCode.T",0,0
Public Class,"org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest.AllTransientFixture",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest.SubAllTransientFixture",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest.SubTestFixture",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderAndEqualsBuilderTest.TestFixture",0,0
Public Class,"org.apache.commons.lang3.builder.HashCodeBuilderTest",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderTest.ReflectionTestCycleA",100,100
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderTest.ReflectionTestCycleB",100,100
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderTest.TestObject",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderTest.TestObjectWithMultipleFields",0,0
Static Class,"org.apache.commons.lang3.builder.HashCodeBuilderTest.TestSubObject",50,50
Final Class,"org.apache.commons.lang3.builder.IDKey",17,17
Public Class,"org.apache.commons.lang3.builder.MultiLineToStringStyleTest",30,30
Public Class,"org.apache.commons.lang3.builder.NoFieldNamesToStringStyleTest",30,30
Public Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilder",53,91
Generic Parameter,"org.apache.commons.lang3.builder.ReflectionToStringBuilder.ReflectionToStringBuilder.T",0,0
Generic Parameter,"org.apache.commons.lang3.builder.ReflectionToStringBuilder.toString.T",0,0
Public Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderConcurrencyTest",0,0
Static Generic Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderConcurrencyTest.CollectionHolder",0,0
Generic Parameter,"org.apache.commons.lang3.builder.ReflectionToStringBuilderConcurrencyTest.CollectionHolder.T",0,0
Anonymous Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderConcurrencyTest.testConcurrency.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderConcurrencyTest.testConcurrency.(Anon_2)",0,0
Public Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderExcludeTest",0,0
Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderExcludeTest.TestFixture",0,0
Public Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderMutateInspectConcurrencyTest",0,0
Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderMutateInspectConcurrencyTest.InspectingClient",0,0
Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderMutateInspectConcurrencyTest.MutatingClient",25,25
Class,"org.apache.commons.lang3.builder.ReflectionToStringBuilderMutateInspectConcurrencyTest.TestFixture",11,11
Public Class,"org.apache.commons.lang3.builder.ShortPrefixToStringStyleTest",30,30
Public Class,"org.apache.commons.lang3.builder.SimpleToStringStyleTest",30,30
Public Class,"org.apache.commons.lang3.builder.StandardToStringStyle",0,0
Public Class,"org.apache.commons.lang3.builder.StandardToStringStyleTest",30,30
Public Class,"org.apache.commons.lang3.builder.ToStringBuilder",52,58
Generic Parameter,"org.apache.commons.lang3.builder.ToStringBuilder.reflectionToString.T",0,0
Public Class,"org.apache.commons.lang3.builder.ToStringBuilderTest",59,59
Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.InheritedReflectionStaticFieldsFixture",0,0
Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.MultiLineTestObject",0,0
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.ObjectCycle",0,0
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.Outer",100,100
Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.Outer.Inner",0,0
Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.ReflectionStaticFieldsFixture",0,0
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.ReflectionTestCycleA",100,100
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.ReflectionTestCycleB",100,100
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.ReflectionTestFixtureA",0,0
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.ReflectionTestFixtureB",0,0
Private Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceTwoVarsReflectionTestFixture",67,67
Private Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceVarReflectionTestFixture",50,50
Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.SimpleReflectionStaticFieldsFixture",0,0
Static Class,"org.apache.commons.lang3.builder.ToStringBuilderTest.SimpleReflectionTestFixture",67,67
Generic Parameter,"org.apache.commons.lang3.builder.ToStringBuilderTest.toStringWithStatics.T",0,0
Public Abstract Class,"org.apache.commons.lang3.builder.ToStringStyle",88,96
Private Static Final Class,"org.apache.commons.lang3.builder.ToStringStyle.DefaultToStringStyle",0,0
Private Static Final Class,"org.apache.commons.lang3.builder.ToStringStyle.MultiLineToStringStyle",0,0
Private Static Final Class,"org.apache.commons.lang3.builder.ToStringStyle.NoFieldNameToStringStyle",0,0
Private Static Final Class,"org.apache.commons.lang3.builder.ToStringStyle.ShortPrefixToStringStyle",0,0
Private Static Final Class,"org.apache.commons.lang3.builder.ToStringStyle.SimpleToStringStyle",0,0
Public Class,"org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest",0,0
Static Generic Class,"org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest.CollectionHolder",0,0
Generic Parameter,"org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest.CollectionHolder.T",0,0
Anonymous Class,"org.apache.commons.lang3.builder.ToStringStyleConcurrencyTest.testConcurrency.(Anon_1)",0,0
Public Class,"org.apache.commons.lang3.builder.ToStringStyleTest",0,0
Static Class,"org.apache.commons.lang3.builder.ToStringStyleTest.Person",0,0
Private Static Class,"org.apache.commons.lang3.builder.ToStringStyleTest.ToStringStyleImpl",0,0
Public Abstract Class,"org.apache.commons.lang3.concurrent.AbstractConcurrentInitializerTest",0,0
Class,"org.apache.commons.lang3.concurrent.AbstractConcurrentInitializerTest.testGetConcurrent.GetThread",0,0
Public Abstract Generic Class,"org.apache.commons.lang3.concurrent.AtomicInitializer",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.AtomicInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.AtomicInitializerTest",0,0
Anonymous Class,"org.apache.commons.lang3.concurrent.AtomicInitializerTest.createInitializer.(Anon_1)",0,0
Public Abstract Generic Class,"org.apache.commons.lang3.concurrent.AtomicSafeInitializer",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.AtomicSafeInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.AtomicSafeInitializerTest",0,0
Private Static Class,"org.apache.commons.lang3.concurrent.AtomicSafeInitializerTest.AtomicSafeInitializerTestImpl",0,0
Public Abstract Generic Class,"org.apache.commons.lang3.concurrent.BackgroundInitializer",61,81
Private Class,"org.apache.commons.lang3.concurrent.BackgroundInitializer.InitializationTask",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.BackgroundInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.BackgroundInitializerTest",0,0
Private Static Class,"org.apache.commons.lang3.concurrent.BackgroundInitializerTest.BackgroundInitializerTestImpl",67,67
Anonymous Class,"org.apache.commons.lang3.concurrent.BackgroundInitializerTest.testGetInterruptedException.(Anon_1)",0,0
Public Class,"org.apache.commons.lang3.concurrent.BasicThreadFactory",57,76
Public Static Class,"org.apache.commons.lang3.concurrent.BasicThreadFactory.Builder",57,71
Public Class,"org.apache.commons.lang3.concurrent.BasicThreadFactoryTest",6,17
Public Generic Class,"org.apache.commons.lang3.concurrent.CallableBackgroundInitializer",25,25
Generic Parameter,"org.apache.commons.lang3.concurrent.CallableBackgroundInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest",0,0
Private Static Class,"org.apache.commons.lang3.concurrent.CallableBackgroundInitializerTest.TestCallable",0,0
Public Class,"org.apache.commons.lang3.concurrent.ConcurrentException",0,0
Public Generic Interface,"org.apache.commons.lang3.concurrent.ConcurrentInitializer",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.ConcurrentRuntimeException",0,0
Public Class,"org.apache.commons.lang3.concurrent.ConcurrentUtils",0,0
Static Final Generic Class,"org.apache.commons.lang3.concurrent.ConcurrentUtils.ConstantFuture",50,50
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.ConstantFuture.T",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.constantFuture.T",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.createIfAbsent.K",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.createIfAbsent.V",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.createIfAbsentUnchecked.K",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.createIfAbsentUnchecked.V",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.initialize.T",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.initializeUnchecked.T",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.putIfAbsent.K",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.ConcurrentUtils.putIfAbsent.V",0,0
Public Class,"org.apache.commons.lang3.concurrent.ConcurrentUtilsTest",0,0
Public Generic Class,"org.apache.commons.lang3.concurrent.ConstantInitializer",0,67
Generic Parameter,"org.apache.commons.lang3.concurrent.ConstantInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.ConstantInitializerTest",11,33
Public Abstract Generic Class,"org.apache.commons.lang3.concurrent.LazyInitializer",0,0
Generic Parameter,"org.apache.commons.lang3.concurrent.LazyInitializer.T",0,0
Public Class,"org.apache.commons.lang3.concurrent.LazyInitializerTest",0,0
Private Static Class,"org.apache.commons.lang3.concurrent.LazyInitializerTest.LazyInitializerTestImpl",0,0
Public Class,"org.apache.commons.lang3.concurrent.MultiBackgroundInitializer",40,40
Public Static Class,"org.apache.commons.lang3.concurrent.MultiBackgroundInitializer.MultiBackgroundInitializerResults",46,63
Public Class,"org.apache.commons.lang3.concurrent.MultiBackgroundInitializerTest",5,25
Private Static Class,"org.apache.commons.lang3.concurrent.MultiBackgroundInitializerTest.ChildBackgroundInitializer",0,0
Public Class,"org.apache.commons.lang3.concurrent.TimedSemaphore",77,87
Anonymous Class,"org.apache.commons.lang3.concurrent.TimedSemaphore.startTimer.(Anon_1)",0,0
Public Class,"org.apache.commons.lang3.concurrent.TimedSemaphoreTest",0,0
Private Static Class,"org.apache.commons.lang3.concurrent.TimedSemaphoreTest.SemaphoreThread",0,0
Private Static Class,"org.apache.commons.lang3.concurrent.TimedSemaphoreTest.TimedSemaphoreTestImpl",78,78
Public Generic Class,"org.apache.commons.lang3.event.EventListenerSupport",52,74
Generic Parameter,"org.apache.commons.lang3.event.EventListenerSupport.L",0,0
Protected Class,"org.apache.commons.lang3.event.EventListenerSupport.ProxyInvocationHandler",0,0
Generic Parameter,"org.apache.commons.lang3.event.EventListenerSupport.create.T",0,0
Public Class,"org.apache.commons.lang3.event.EventListenerSupportTest",0,0
Anonymous Class,"org.apache.commons.lang3.event.EventListenerSupportTest.addDeregisterListener.(Anon_4)",0,0
Anonymous Class,"org.apache.commons.lang3.event.EventListenerSupportTest.createListener.(Anon_5)",0,0
Anonymous Class,"org.apache.commons.lang3.event.EventListenerSupportTest.testSerialization.(Anon_1)",0,0
Anonymous Class,"org.apache.commons.lang3.event.EventListenerSupportTest.testSubclassInvocationHandling.(Anon_2)",0,0
Anonymous Class,"org.apache.commons.lang3.event.EventListenerSupportTest.testSubclassInvocationHandling.(Anon_2).createInvocationHandler.(Anon_3)",0,0
Public Class,"org.apache.commons.lang3.event.EventUtils",0,0
Private Static Class,"org.apache.commons.lang3.event.EventUtils.EventBindingInvocationHandler",11,11
